route_id,direction_id,trip_headsign,wheelchair_accessible,block_id,shape_id,stop_id,stop_sequence,stop_headsign,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,trip_direction,neighborhood_name
107,0,Areias,1,,107_0_1_shp,AANT5,1,,AANT5,ALAMEDA DAS ANTAS,41.163200050617,-8.58340391200963,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT5,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,EDRG1,2,,EDRG1,ESTÁDIO DO DRAGÃO,41.1602777640038,-8.58380550692549,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EDRG1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,CRJ1,3,,CRJ1,CORUJEIRA,41.1592845259,-8.58092164342542,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRJ1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,PCRJ1,4,,PCRJ1,PR. DA CORUJEIRA,41.1569193474662,-8.5798649539462,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PCRJ1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,JFC,5,,JFC,JUNTA FREG. CAMPANHÃ,41.1581669000234,-8.57858673553547,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JFC,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,FSTO1,6,,FSTO1,FERR. DOS SANTOS,41.1597222011059,-8.57747222902949,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FSTO1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,BFAL1,7,,BFAL1,BR. FALCÃO,41.1586217774712,-8.57535205251054,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BFAL1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,MCAM3,8,,MCAM3,MONTE CAMPANHÃ,41.1568580729901,-8.57475353228406,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MCAM3,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,ICAM1,9,,ICAM1,IGREJA CAMPANHÃ,41.1548613734712,-8.57416825128125,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ICAM1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,QBNJ2,10,,QBNJ2,QUINTA DE BONJÓIA,41.1528339625569,-8.57688271098788,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=QBNJ2,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,TBNJ2,11,,TBNJ2,TRAVESSA DE BONJÓIA,41.1526695827903,-8.57980028569838,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TBNJ2,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,PINC2,12,,PINC2,PINHEIRO DE CAMPANHÃ,41.1516350447375,-8.58186607499824,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PINC2,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,CMP5,13,,CMP5,CAMPANHÃ,41.1486253886511,-8.58404462366558,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CMP5,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,NDA1,14,,NDA1,NOEDA,41.1461872287448,-8.58422311066252,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=NDA1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,EDP1,15,,EDP1,EDP,41.145412648838,-8.57966752235841,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EDP1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,FRX3,16,,FRX3,FREIXO,41.1462105982412,-8.57823161818415,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FRX3,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,RSH,17,,RSH,SRA. DA HORA,41.1453251863274,-8.57667709685427,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RSH,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,SP3,18,,SP3,S. PEDRO,41.1469394393652,-8.57331524969918,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SP3,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,MERL,19,,MERL,MEIRAL,41.1487395716906,-8.57254015764169,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MERL,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,VML,20,,VML,VIELA MEIRAL,41.1495696455093,-8.57106273457916,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VML,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,LGT1,21,,LGT1,LAGARTEIRO,41.1515328215458,-8.56865408116958,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=LGT1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,AZV1,22,,AZV1,AZEVEDO,41.1515231928068,-8.56643823652951,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AZV1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,TVA1,23,,TVA1,TV. ALDEIA,41.1524079157069,-8.56343009920649,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TVA1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,PNG3,24,,PNG3,PÊGO NEGRO,41.1547434097318,-8.56010966682408,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PNG3,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,JD1,25,,JD1,JOÃO DE DEUS,41.1577496678772,-8.5579966374934,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JD1,OUTBOUND_CITY_CENTER,Campanhã
107,0,Areias,1,,107_0_1_shp,AREI,26,,AREI,AREIAS,41.1593283626169,-8.55516996745548,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AREI,OUTBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,AREI2,1,,AREI2,AREIAS,41.1591084955401,-8.55577748652738,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AREI2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
107,1,Estádio do Dragão,1,,107_1_1_shp,JD4,2,,JD4,JOÃO DE DEUS,41.1578666104126,-8.55802717966919,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JD4,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
107,1,Estádio do Dragão,1,,107_1_1_shp,PNG4,3,,PNG4,PÊGO NEGRO,41.1548979943241,-8.56004205149223,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PNG4,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,TVA2,4,,TVA2,TV. ALDEIA,41.1524983132392,-8.56333538814198,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TVA2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,AZV,5,,AZV,AZEVEDO,41.1516171981647,-8.56655738974504,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AZV,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,LGT2,6,,LGT2,LAGARTEIRO,41.1517159630332,-8.56879801231881,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=LGT2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,RAZ,7,,RAZ,R. AZEVEDO,41.1518884281059,-8.57221838780191,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RAZ,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,BNJ1,8,,BNJ1,BONJÓIA,41.1520154039685,-8.57461063038603,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BNJ1,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,ICAM2,9,,ICAM2,IGREJA DE CAMPANHÃ,41.155484172028,-8.57412835711773,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ICAM2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,MCAM2,10,,MCAM2,MONTE CAMPANHÃ,41.157002595512,-8.57463536706399,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MCAM2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,BFAL2,11,,BFAL2,BR. FALCÃO,41.1589316063826,-8.57530731814519,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BFAL2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,CHOL2,12,,CHOL2,CHAVES OLIVEIRA,41.1608093339871,-8.57769250335057,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CHOL2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,CRJ2,13,,CRJ2,CORUJEIRA,41.1594193279733,-8.58080401684803,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRJ2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,EDRG2,14,,EDRG2,ESTÁDIO DO DRAGÃO,41.1614722272002,-8.58186114728745,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EDRG2,INBOUND_CITY_CENTER,Campanhã
107,1,Estádio do Dragão,1,,107_1_1_shp,AANT5,15,,AANT5,ALAMEDA DAS ANTAS,41.163200050617,-8.58340391200963,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT5,INBOUND_CITY_CENTER,Campanhã
10M,0,Vila D'Este,1,,10M_0_1_shp,AL3,1,,AL3,AV. ALIADOS,41.1473646177743,-8.61147403739939,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL3,OUTBOUND_CITY_CENTER,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
10M,0,Vila D'Este,1,,10M_0_1_shp,LPDZ,2,,LPDZ,L.GO 1º DEZEMBRO,41.1431246761791,-8.6090250418356,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=LPDZ,OUTBOUND_CITY_CENTER,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
10M,0,Vila D'Este,1,,10M_0_1_shp,BTLH5,3,,BTLH5,BATALHA,41.1437222121175,-8.60408329160133,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BTLH5,OUTBOUND_CITY_CENTER,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
10M,0,Vila D'Este,1,,10M_0_1_shp,ESPL1,4,,ESPL1,ESCARPA SERRA  PILAR,41.1376503095486,-8.60140531107755,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ESPL1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,QSPL1,5,,QSPL1,QUARTEL SRR. PILAR,41.1374444588289,-8.60550001436573,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=QSPL1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,JMRR1,6,,JMRR1,JARDIM DO MORRO,41.135361086146,-8.60811115571089,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JMRR1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,GENT2,7,,GENT2,GENERAL TORRES,41.1338332972875,-8.60763884910338,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=GENT2,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,CMG3,8,,CMG3,CÂMARA DE GAIA,41.1305277599094,-8.60658329521126,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CMG3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,PDC,9,,PDC,PÁDUA CORREIA,41.1260277848389,-8.60727774126906,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PDC,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,LGAV2,10,,LGAV2,LGO. DOS AVIADORES,41.1266554567344,-8.61032757848051,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=LGAV2,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,SRRS3,11,,SRRS3,SOARES DOS REIS,41.1228610788785,-8.61163891291509,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRRS3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,DP5,12,,DP5,D.PEDRO V,41.123416628058,-8.6093888298806,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DP5,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,PREP2,13,,PREP2,PARQUE DA REPÚBLICA,41.1245443573253,-8.60602420755757,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PREP2,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,BIBG1,14,,BIBG1,BIBLIOTECA DE GAIA,41.1223333014664,-8.60616666464792,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BIBG1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,DJM1,15,,DJM1,D.JOÃO II (METRO),41.1196110549185,-8.60644379164799,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DJM1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,SO3,16,,SO3,STO. OVÍDIO,41.115866405617,-8.6068203295126,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SO3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,CCC3,17,,CCC3,CLUBE CAÇADORES,41.1149721710267,-8.60472220692285,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CCC3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,CRVL1,18,,CRVL1,CRAVEL,41.1140277500838,-8.60266664446279,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRVL1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,RTP3,19,,RTP3,RTP,41.1125277935808,-8.60052777861878,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RTP3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,EBSR1,20,,EBSR1,ESC. EB 2/3 S REIS,41.1109999741355,-8.59861108818329,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EBSR1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,SRD1,21,,SRD1,SARDOAL,41.1088333428895,-8.59613889622864,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRD1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,EMZ1,22,,EMZ1,EGAS MONIZ,41.1078610981358,-8.59400000028375,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EMZ1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,HSS1,23,,HSS1,HOSP. SANTOS SILVA,41.1053333459591,-8.59097224194779,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=HSS1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,MV3,24,,MV3,MONTE DA VIRGEM,41.103555565546,-8.58883330952317,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MV3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,SALM1,25,,SALM1,SALGUEIRO MAIA,41.1014444518526,-8.58938886693177,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SALM1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,MIM1,26,,MIM1,MIMOSAS,41.0989166205991,-8.58919444432914,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MIM1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,UVDE3,27,,UVDE3,URB. VILA D'ESTE,41.0969443981643,-8.58819448990427,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=UVDE3,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,0,Vila D'Este,1,,10M_0_1_shp,VDE1,28,,VDE1,VILA D'ESTE,41.0955277376736,-8.58944446600284,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VDE1,OUTBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,VDE1,1,,VDE1,VILA D'ESTE,41.0955277376736,-8.58944446600284,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VDE1,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,UVDE2,2,,UVDE2,URB. VILA D'ESTE,41.0969810215141,-8.58799596431392,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=UVDE2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,MIM2,3,,MIM2,MIMOSAS,41.0987222286391,-8.58880552631763,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MIM2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,SALM2,4,,SALM2,SALGUEIRO MAIA,41.1016944417201,-8.58947226162367,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SALM2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,MV2,5,,MV2,MONTE DA VIRGEM,41.1041388845084,-8.58930554595588,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MV2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,HSS2,6,,HSS2,HOSP. SANTOS SILVA,41.1056869468887,-8.59117553350616,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=HSS2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,EMZ2,7,,EMZ2,EGAS MONIZ,41.1079999666883,-8.59397216393063,VNG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EMZ2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,SRD2,8,,SRD2,SARDOAL,41.109085275492,-8.59658782696688,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRD2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,EBSR2,9,,EBSR2,ESC. EB 2/3 S REIS,41.1107442483137,-8.59827818761207,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EBSR2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,RTP2,10,,RTP2,RTP,41.1123638384842,-8.59999276069727,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RTP2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,CRVL,11,,CRVL,CRAVEL,41.1139958818215,-8.60244448887354,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRVL,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,CCC2,12,,CCC2,CLUBE CAÇADORES,41.1150208708688,-8.60459385044103,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CCC2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,SO4,13,,SO4,STO. OVÍDIO,41.1160277886138,-8.60633333142045,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SO4,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,DJM2,14,,DJM2,D.JOÃO II (METRO),41.12016669273,-8.60563882397128,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DJM2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,BIBG2,15,,BIBG2,BIBLIOTECA DE GAIA,41.1223332741421,-8.60588886222303,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BIBG2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,JD2,16,,JD2,JOÃO DE DEUS,41.1252499899503,-8.60563882174599,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JD2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,PDC,17,,PDC,PÁDUA CORREIA,41.1260277848389,-8.60727774126906,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PDC,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,LGAV2,18,,LGAV2,LGO. DOS AVIADORES,41.1266554567344,-8.61032757848051,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=LGAV2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,HGAI1,19,,HGAI1,HOSP. GAIA,41.1283332973892,-8.60913890280009,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=HGAI1,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,CMG1,20,,CMG1,CÂMARA DE GAIA,41.1306109088251,-8.60633332898121,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CMG1,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,GENT3,21,,GENT3,GENERAL TORRES,41.1341110970616,-8.60741659747929,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=GENT3,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,JMRR2,22,,JMRR2,JARDIM DO MORRO,41.1359434992926,-8.60802032608154,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JMRR2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,QSPL2,23,,QSPL2,QUARTEL SRR. PILAR,41.1371944311073,-8.60588887051668,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=QSPL2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,ESPL2,24,,ESPL2,ESCARPA SERRA PILAR,41.1375942401015,-8.601155510188,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ESPL2,INBOUND_CITY_CENTER,OUTSIDE_PORTO_MUNICIPALITY_BOUNDARIES
10M,1,Aliados,1,,10M_1_1_shp,DQL1,25,,DQL1,DUQUE LOULÉ,41.1455321861289,-8.60361611371884,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DQL1,INBOUND_CITY_CENTER,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
